method,object_type,lighting,trial_id,seed,object_position,object_size,detected_position,detected_range,pos_error_mm,range_error_mm,detection_time_s,success_pos_2cm,success_range_2cm,success_both
depth_clustering,tuoyuan_obj,dim,1,3268271896,"[-0.06775242077005393, 0.5101124476090412, 0.04905019563059881]","[0.1, 0.1, 0.1]","[-0.0577809908322155, 0.4948406602812341, 0.06875246216254897]","[np.float64(-0.1213835296334385), np.float64(-0.0017564945533483645), np.float64(0.41256180024122924), np.float64(0.6070831801482797)]",26.8483930559539,96.53761839598094,15.57890796661377,False,False,False
hsv_depth,cube,normal,0,2843804527,"[-0.19668712478055586, -0.2341454173502257, 0.02281056321425575]","[0.105, 0.18, 0.022]","[-0.19356872049274534, -0.2240261645028422, 0.022416221092751598]","[np.float64(-0.25391079693091484), np.float64(-0.1433489794465193), np.float64(-0.33376466205544414), np.float64(-0.14408907095212414)]",10.596189371670663,11.160236419017865,3.6413028240203857,True,True,True
depth_clustering,cube,normal,0,3717448922,"[-0.19668712478055586, -0.2341454173502257, 0.02281056321425575]","[0.105, 0.18, 0.022]","[-0.19531481315609467, -0.22636886818946975, 0.02218000757680034]","[np.float64(-0.25007347418139003), np.float64(-0.14335236194491133), np.float64(-0.32522934832077166), np.float64(-0.14408885590539777)]",7.921840471520007,2.0646913280396437,12.223793029785156,True,True,True
hsv_depth,cube,normal,1,4005747300,"[0.4543378671980466, 0.545283301409653, 0.01113003395334046]","[0.105, 0.18, 0.022]","[0.45319988149083446, 0.5391044419800332, 0.02259887252812698]","[np.float64(0.4010337652824616), np.float64(0.5071365093844528), np.float64(0.4561027929678621), np.float64(0.6366449517994938)]",13.076986410306166,1.2288127413046357,2.7224457263946533,True,True,True
depth_clustering,cube,normal,1,1755233523,"[0.4543378671980466, 0.545283301409653, 0.01113003395334046]","[0.105, 0.18, 0.022]","[0.4512900051395146, 0.47020817511146074, 0.019319982138985788]","[np.float64(0.40103336590109595), np.float64(0.5062892344748583), np.float64(0.4563397093112097), np.float64(0.6205141838925411)]",75.58200383094452,15.827593737013961,10.211044073104858,False,True,False
hsv_depth,cube,bright,0,4146271853,"[0.5670862529142594, 0.11702870316118863, 0.02074590076853284]","[0.105, 0.18, 0.022]","[0.557160714680895, 0.11402028242186166, 0.022546922198481534]","[np.float64(0.5143713441693927), np.float64(0.6332134441260271), np.float64(0.026015939371518422), np.float64(0.20822213037892612)]",10.526660570091805,14.016811690631563,2.598947763442993,True,True,True
depth_clustering,cube,bright,0,2061317228,"[0.5670862529142594, 0.11702870316118863, 0.02074590076853284]","[0.105, 0.18, 0.022]","[0.5590773558393844, 0.11405081435432829, 0.021089338801794928]","[np.float64(0.5143707020720695), np.float64(0.620809574821554), np.float64(0.02694606278576772), np.float64(0.20822213037892612)]",8.55150301319339,1.92320131331023,13.098458766937256,True,True,True
hsv_depth,cube,bright,1,1351018512,"[-0.7266976295429267, -0.11604387018933002, 0.0377966359745242]","[0.105, 0.18, 0.022]","[-0.7121194939584676, -0.112243491329941, 0.022616967554366596]","[np.float64(-0.8079927699822447), np.float64(-0.6732970909884654), np.float64(-0.22147490674307252), np.float64(-0.02595225200031448)]",21.386613802556337,33.5080014498695,3.28941011428833,False,False,False
depth_clustering,cube,bright,1,4238154210,"[-0.7266976295429267, -0.11604387018933002, 0.0377966359745242]","[0.105, 0.18, 0.022]","[0, 0, 0]","[0, 0, 0, 0]",inf,inf,0.0,False,False,False
hsv_depth,cube,dim,0,1782089083,"[0.48717928782794134, 0.30185339988265364, 0.0365885211897566]","[0.105, 0.18, 0.022]","[0, 0, 0]","[0, 0, 0, 0]",inf,inf,0.0,False,False,False
depth_clustering,cube,dim,0,1103812301,"[0.48717928782794134, 0.30185339988265364, 0.0365885211897566]","[0.105, 0.18, 0.022]","[0, 0, 0]","[0, 0, 0, 0]",inf,inf,0.0,False,False,False
hsv_depth,cube,dim,1,981440918,"[-0.3612627736861308, 0.0820976220489604, 0.017484633594041177]","[0.105, 0.18, 0.022]","[0, 0, 0]","[0, 0, 0, 0]",inf,inf,0.0,False,False,False
depth_clustering,cube,dim,1,1764081074,"[-0.3612627736861308, 0.0820976220489604, 0.017484633594041177]","[0.105, 0.18, 0.022]","[0, 0, 0]","[0, 0, 0, 0]",inf,inf,0.0,False,False,False
